url,longitud_url,tiene_https,cantidad_guiones,cantidad_digitos,ranking_alexa,longitud_titulo,cantidad_palabras_clave,tiempo_registro,es_phishing
baker.com,9,True,0,0,429520,65,9,5,True
cooper-hopkins.org,18,True,1,0,205454,60,15,9,True
baker.com,9,False,0,0,30297,44,11,1,True
king.net,8,False,0,0,454384,68,14,19,False
white.org,9,False,0,0,353136,13,4,15,True
carroll.biz,11,True,0,0,39226,32,4,8,True
luna-warren.com,15,True,1,0,293658,31,11,9,True
williams.org,12,False,0,0,29985,60,4,8,False
conley.net,10,False,0,0,135836,24,5,3,True
mason.com,9,False,0,0,391515,48,3,17,False
wells.info,10,True,0,0,161931,33,14,6,True
velazquez.net,13,True,0,0,447842,55,0,14,True
ramirez-dixon.com,17,False,1,0,64573,64,10,10,True
sanders.com,11,True,0,0,434550,46,3,7,False
taylor.com,10,True,0,0,89436,28,8,17,False
colon.net,9,False,0,0,355237,31,10,2,True
rollins.info,12,False,0,0,351687,54,1,9,True
singh-branch.com,16,True,1,0,157251,18,4,4,False
andrade-taylor.com,18,True,1,0,112343,10,6,11,False
palmer.com,10,False,0,0,264155,46,4,18,False
colon-griffith.com,18,True,1,0,147055,40,12,11,False
maxwell.com,11,False,0,0,256263,60,9,1,True
phillips.com,12,False,0,0,30527,52,3,14,True
pacheco-morgan.com,18,False,1,0,305829,11,12,3,True
butler-shannon.com,18,False,1,0,27272,22,9,2,False
montes.com,10,False,0,0,73996,59,10,6,True
dorsey.com,10,True,0,0,56084,10,3,5,False
dunn.com,8,False,0,0,377407,53,2,11,True
medina-richardson.com,21,True,1,0,252868,57,8,6,True
ochoa.net,9,True,0,0,420558,70,9,11,False
young.com,9,False,0,0,301379,55,13,18,False
richardson.com,14,True,0,0,324666,46,8,3,False
vaughn.net,10,True,0,0,208941,68,10,13,False
carter.net,10,False,0,0,230365,20,4,9,True
little.com,10,False,0,0,242944,58,14,4,True
johnson-brewer.net,18,False,1,0,59558,41,4,2,True
johnson.org,11,False,0,0,154314,47,2,5,True
miles.net,9,False,0,0,202288,20,4,19,False
olson-james.com,15,True,1,0,460642,64,11,11,False
brennan.com,11,True,0,0,428678,43,12,14,False
lang-dougherty.com,18,False,1,0,293150,68,9,5,True
gallagher-underwood.org,23,True,1,0,9959,64,9,16,True
baker-ritter.net,16,False,1,0,114477,27,8,3,False
evans.com,9,False,0,0,148361,37,4,4,False
galvan-boone.com,16,True,1,0,383483,47,7,20,False
sanchez-newman.com,18,True,1,0,227192,42,6,3,True
costa.com,9,True,0,0,464651,18,2,9,False
gonzales-white.info,19,False,1,0,357094,18,7,11,False
rogers.com,10,True,0,0,159253,38,7,17,False
lewis.info,10,True,0,0,396926,45,5,14,False
mcdowell.org,12,False,0,0,285317,18,14,9,False
washington.com,14,True,0,0,139744,13,6,5,True
potter.com,10,True,0,0,201390,42,11,7,False
williams-pearson.org,20,True,1,0,487090,31,15,9,True
cox-joseph.org,14,False,1,0,295281,46,13,12,False
ford.org,8,False,0,0,285942,57,3,12,True
adams.com,9,True,0,0,392720,17,5,10,False
jordan.com,10,False,0,0,338470,12,2,9,False
hayes.info,10,False,0,0,185937,10,14,9,True
quinn.com,9,True,0,0,190074,50,5,20,True
thompson.com,12,True,0,0,301971,68,15,1,False
kelly-spence.org,16,True,1,0,314248,38,1,20,True
miller-brown.org,16,False,1,0,1342,63,10,13,False
summers.net,11,False,0,0,212026,44,0,19,False
webb-molina.net,15,True,1,0,69210,35,9,15,True
cooper-weber.com,16,False,1,0,269751,35,10,2,False
johnson.com,11,False,0,0,280996,55,3,18,False
foster.net,10,False,0,0,476478,45,15,5,False
martinez.com,12,False,0,0,375443,25,12,13,True
kelly.net,9,False,0,0,119682,42,14,19,False
jackson-thornton.com,20,True,1,0,431575,43,13,14,False
olson-price.org,15,True,1,0,119005,28,3,14,True
oneal-thompson.com,18,True,1,0,430463,44,15,11,True
graham.net,10,False,0,0,164586,56,12,18,True
rubio.com,9,False,0,0,163300,16,0,4,True
carpenter.net,13,True,0,0,350789,35,4,15,False
collins.com,11,False,0,0,393443,13,6,11,True
marshall-wilcox.net,19,True,1,0,343060,18,10,13,True
wright.info,11,False,0,0,108369,49,10,9,False
thompson.com,12,False,0,0,128814,58,11,12,False
hill-watson.com,15,False,1,0,295653,43,3,5,False
walker.com,10,True,0,0,341353,37,6,14,True
long.com,8,False,0,0,310662,23,14,3,False
peterson.biz,12,True,0,0,43913,37,14,4,False
hubbard.com,11,False,0,0,470123,37,5,16,False
boyd.com,8,False,0,0,27134,50,14,14,True
martin.biz,10,True,0,0,401135,36,5,20,True
mcgee.biz,9,True,0,0,119315,56,15,2,True
jackson.com,11,True,0,0,237514,39,3,9,False
lyons-clark.net,15,True,1,0,491011,27,10,1,False
lopez-smith.biz,15,False,1,0,383051,11,7,7,True
perry-rodriguez.info,20,False,1,0,228703,17,14,3,False
long-reed.com,13,False,1,0,2667,28,1,2,True
robertson.net,13,True,0,0,160731,68,6,4,False
smith-bailey.com,16,True,1,0,461634,28,9,8,False
perez.net,9,True,0,0,272051,39,11,7,False
ewing.org,9,False,0,0,256482,24,1,7,False
taylor.biz,10,True,0,0,377073,32,5,17,False
ball-nelson.com,15,False,1,0,486435,18,14,2,False
griffith-nelson.com,19,False,1,0,445452,24,3,9,False
smith.com,9,True,0,0,305689,65,4,1,True
brown.com,9,True,0,0,415386,64,1,4,True
wilson.com,10,True,0,0,156081,63,12,12,False
osborne.com,11,True,0,0,408930,46,2,6,False
carter.net,10,False,0,0,29388,12,7,12,True
white.com,9,True,0,0,275011,59,5,11,False
miller-jacobs.com,17,False,1,0,229390,58,11,1,True
gallagher.com,13,True,0,0,88440,21,5,7,True
moore.com,9,True,0,0,454203,36,0,13,False
johnson.com,11,True,0,0,168248,59,14,4,False
wong.biz,8,True,0,0,471793,66,11,17,False
graham.com,10,True,0,0,44830,40,8,14,False
santos-martinez.info,20,True,1,0,69043,19,9,13,False
howard.biz,10,False,0,0,74847,23,11,3,True
fuller-knight.com,17,True,1,0,487294,68,8,1,True
burton.com,10,True,0,0,460034,34,4,17,True
fitzpatrick-johnson.info,24,False,1,0,239450,47,14,6,True
mcmillan.com,12,False,0,0,373861,31,9,5,False
young.com,9,False,0,0,331645,15,11,11,False
perez.com,9,False,0,0,308321,16,4,17,True
brooks.com,10,True,0,0,19390,29,12,13,True
cox-ingram.com,14,False,1,0,60574,43,12,1,False
boyd.biz,8,False,0,0,323875,56,14,15,False
ruiz-parsons.com,16,True,1,0,481543,32,7,9,False
williams.com,12,False,0,0,312230,17,6,10,False
cameron.biz,11,False,0,0,117642,32,1,7,True
peck-hahn.net,13,False,1,0,240113,11,15,18,False
sullivan.com,12,True,0,0,438854,59,3,2,False
gonzalez-sanders.net,20,False,1,0,168691,67,4,9,True
fisher.com,10,False,0,0,150723,11,1,4,False
larsen.org,10,False,0,0,353621,50,8,5,True
ramsey-johnson.com,18,True,1,0,413949,61,9,6,True
decker.com,10,False,0,0,297913,55,4,18,True
martinez.net,12,False,0,0,111240,10,15,2,False
gardner.com,11,True,0,0,373820,56,2,11,False
love-anderson.com,17,False,1,0,368920,61,4,15,True
miller.com,10,False,0,0,251095,63,15,3,True
ray.org,7,True,0,0,181990,34,12,5,False
morgan.com,10,True,0,0,443366,19,1,19,False
delacruz.com,12,False,0,0,224483,13,14,16,False
taylor.com,10,False,0,0,36205,34,6,1,True
torres.com,10,False,0,0,93406,58,2,5,True
weaver.com,10,False,0,0,5875,13,11,12,True
robinson-martinez.com,21,True,1,0,111661,57,14,8,False
hoffman.biz,11,False,0,0,45922,60,1,4,False
crane.com,9,False,0,0,458637,70,11,8,False
harris.net,10,False,0,0,440985,17,15,13,False
martinez-alvarado.org,21,False,1,0,10152,16,3,8,False
reeves.com,10,True,0,0,140663,23,13,17,False
morrison.org,12,True,0,0,402921,45,0,12,False
montgomery.info,15,True,0,0,63627,29,4,13,True
johnson.com,11,False,0,0,359395,53,9,6,False
moore-obrien.com,16,True,1,0,407172,60,3,6,False
espinoza.com,12,False,0,0,312655,38,2,1,True
lewis.com,9,True,0,0,220337,62,13,1,False
reynolds.com,12,True,0,0,120393,57,9,18,False
rice-jones.com,14,True,1,0,95105,42,7,12,False
thompson.net,12,True,0,0,90338,30,3,14,False
smith.net,9,False,0,0,311549,19,9,17,False
mclean.com,10,False,0,0,29670,39,0,17,False
romero.com,10,False,0,0,151753,69,12,18,True
barrett.com,11,False,0,0,149758,15,4,8,True
chase-mcdonald.net,18,True,1,0,34880,13,13,2,False
stevenson.info,14,True,0,0,218769,53,15,2,False
carey-weiss.com,15,True,1,0,161487,45,3,9,False
hubbard.net,11,False,0,0,357835,33,7,1,False
oconnor.com,11,False,0,0,173934,57,1,11,False
jones.info,10,True,0,0,50002,48,5,10,True
olson.net,9,False,0,0,83938,22,11,4,True
lawrence.com,12,True,0,0,70021,47,7,7,False
wilkerson.com,13,False,0,0,474449,53,8,12,True
horne.com,9,False,0,0,55428,51,5,2,False
parsons-clayton.com,19,True,1,0,254771,47,9,19,True
allison-stevenson.org,21,False,1,0,324255,62,1,7,True
fowler-white.org,16,True,1,0,438757,20,15,8,False
lee-huber.net,13,False,1,0,163861,28,0,12,False
manning.com,11,True,0,0,434997,41,13,19,False
rogers-perez.net,16,True,1,0,280833,35,12,8,False
perez.com,9,False,0,0,473836,58,1,3,False
gross.com,9,True,0,0,179850,26,13,7,False
wiggins.com,11,False,0,0,456888,49,8,19,True
avery.com,9,False,0,0,255703,12,3,11,False
brown.biz,9,True,0,0,493736,48,9,14,False
lozano.com,10,False,0,0,306711,11,10,19,False
figueroa.net,12,True,0,0,219742,52,9,14,False
morris.com,10,False,0,0,244942,19,8,12,False
baxter.biz,10,False,0,0,266675,42,12,16,True
williams.info,13,False,0,0,421609,36,14,10,True
love-holland.net,16,True,1,0,403927,59,14,18,False
watts.com,9,False,0,0,47555,48,7,16,True
green.com,9,True,0,0,467957,66,2,11,False
ramos.info,10,True,0,0,69084,47,10,15,False
lucero.org,10,True,0,0,17124,53,7,8,False
coleman-mckenzie.info,21,True,1,0,283310,41,5,20,True
mckay.info,10,False,0,0,492278,54,10,6,False
johnson-adkins.com,18,True,1,0,133749,54,9,8,False
armstrong.com,13,True,0,0,277046,62,15,16,True
thompson-swanson.com,20,False,1,0,313103,70,2,14,False
mccormick.com,13,True,0,0,316265,36,0,9,False
johnson-davis.biz,17,False,1,0,351130,12,15,10,True
roberts.com,11,False,0,0,64634,35,5,19,False
hunter.com,10,False,0,0,118259,22,7,11,True
avila.com,9,False,0,0,7912,62,5,6,True
dixon.com,9,False,0,0,465221,51,15,6,False
mcfarland-olson.com,19,True,1,0,193916,49,8,2,False
lin.com,7,False,0,0,115660,10,14,19,True
suarez-larsen.com,17,True,1,0,388227,60,14,15,False
hunt.com,8,False,0,0,231325,58,7,10,True
gallagher.com,13,False,0,0,480106,38,0,5,True
cooley.com,10,False,0,0,438097,15,8,2,True
wood.org,8,False,0,0,82502,53,11,9,True
allen-barnes.com,16,True,1,0,419880,17,0,13,True
gilmore.com,11,True,0,0,391229,46,8,2,False
bowers.com,10,True,0,0,307801,21,13,20,True
brock.info,10,False,0,0,377424,38,12,5,True
george.com,10,False,0,0,167541,41,5,1,True
bush.com,8,False,0,0,456352,54,14,9,True
shepherd.biz,12,True,0,0,325416,13,12,4,False
james.com,9,True,0,0,119833,66,15,3,True
harris.com,10,True,0,0,140282,23,5,8,True
robbins.com,11,False,0,0,179394,63,2,17,False
thompson.biz,12,False,0,0,474662,62,3,5,False
henderson-williams.info,23,True,1,0,106083,18,14,2,False
oconnor.biz,11,False,0,0,272200,27,13,1,True
haynes.net,10,False,0,0,372432,66,4,16,False
smith-wright.com,16,False,1,0,264886,32,6,4,True
gonzalez-underwood.info,23,False,1,0,5929,68,4,4,True
montes.info,11,False,0,0,181967,59,12,2,False
weaver.com,10,True,0,0,375908,25,15,20,True
french.com,10,True,0,0,398929,54,4,9,False
reyes.com,9,False,0,0,151844,52,9,12,False
pennington.org,14,True,0,0,163332,44,9,18,False
barajas.biz,11,True,0,0,85501,14,5,11,True
jones.com,9,True,0,0,27968,15,7,10,False
dunlap.com,10,True,0,0,338199,43,6,9,False
preston.com,11,True,0,0,148444,26,15,6,False
jones.org,9,True,0,0,144782,50,10,11,False
rodriguez.com,13,True,0,0,56034,67,0,9,True
murray.com,10,False,0,0,154064,63,14,15,True
smith.com,9,True,0,0,231115,56,8,15,True
green.com,9,False,0,0,89100,22,13,7,False
lee.com,7,True,0,0,493564,63,15,11,False
rodgers.com,11,False,0,0,351270,26,9,19,False
farley.net,10,False,0,0,408178,53,3,8,True
campbell-mcmahon.com,20,False,1,0,420923,65,9,15,True
boyle.info,10,False,0,0,373297,51,14,8,False
braun.com,9,False,0,0,327472,46,13,11,True
rose.info,9,False,0,0,19925,57,9,20,False
mullins.com,11,False,0,0,299531,37,10,13,True
alvarez-johnson.com,19,False,1,0,187632,57,12,8,True
martinez.com,12,False,0,0,166462,56,9,8,True
carey-contreras.com,19,False,1,0,173896,61,13,2,True
schroeder-english.info,22,False,1,0,257583,15,0,12,True
robinson.biz,12,True,0,0,125261,24,3,7,False
hines.net,9,True,0,0,305885,11,7,7,True
gray-brown.com,14,False,1,0,213944,63,0,17,False
saunders-morrison.com,21,True,1,0,467683,22,8,2,False
hurst-stark.com,15,True,1,0,69077,11,5,14,True
hayes.org,9,False,0,0,397637,60,1,20,False
day.biz,7,True,0,0,406566,16,11,12,False
mccall.com,10,True,0,0,461033,60,9,7,True
carrillo.com,12,False,0,0,253862,45,5,9,True
garrett.com,11,False,0,0,6843,48,7,10,False
jones.com,9,False,0,0,365979,69,5,6,True
kim-james.biz,13,True,1,0,358920,46,5,16,False
austin-espinoza.com,19,True,1,0,416433,35,0,13,True
barnett.com,11,True,0,0,347436,11,13,6,True
moore.com,9,False,0,0,259838,70,7,15,False
hopkins.com,11,False,0,0,10972,28,4,8,False
warren-barnes.com,17,False,1,0,456343,32,8,5,True
boyer-marshall.com,18,False,1,0,225561,68,2,3,True
guzman.biz,10,False,0,0,73630,40,3,7,False
stanton.info,12,False,0,0,62489,38,4,8,True
hunter.com,10,True,0,0,83214,31,10,10,True
williams-carlson.com,20,True,1,0,412466,47,9,12,False
thomas.com,10,True,0,0,272469,43,12,16,False
smith.com,9,True,0,0,282786,12,12,11,False
crosby-myers.com,16,False,1,0,166696,54,3,5,False
espinoza.com,12,False,0,0,487554,27,2,18,False
wilson-nguyen.com,17,False,1,0,324430,53,4,20,False
neal.com,8,False,0,0,425249,35,3,5,True
williams-curtis.com,19,False,1,0,154151,57,7,8,True
campbell-jackson.info,21,True,1,0,407682,42,1,3,True
crosby.org,10,True,0,0,329909,21,12,16,True
bailey.com,10,True,0,0,497114,44,4,18,True
wilson.com,10,True,0,0,90635,41,1,7,False
smith.com,9,True,0,0,198467,61,6,7,False
cruz.com,8,True,0,0,376637,63,3,10,True
warner.biz,10,True,0,0,499515,57,13,9,False
townsend.com,12,True,0,0,44254,31,8,11,True
williams.com,12,True,0,0,155375,55,10,8,False
smith.com,9,True,0,0,321208,61,4,6,False
young.net,9,False,0,0,474496,54,3,17,True
west.com,8,False,0,0,238264,49,10,12,False
martin-cook.com,15,True,1,0,452882,35,6,5,True
townsend.com,12,True,0,0,133718,54,1,8,False
briggs.com,10,False,0,0,468216,31,14,14,True
martin-benjamin.com,19,False,1,0,100374,48,4,14,False
hodge.net,9,True,0,0,360446,57,9,6,True
ewing-harvey.com,16,False,1,0,155015,35,14,5,False
edwards.com,11,False,0,0,219454,54,6,5,True
griffin.com,11,True,0,0,210885,47,10,9,False
jones-lee.com,13,True,1,0,367916,25,5,19,True
reynolds.com,12,False,0,0,465216,16,15,10,False
floyd.com,9,True,0,0,411839,68,13,9,True
mcdaniel.com,12,False,0,0,374872,49,12,19,False
vega.com,8,True,0,0,274622,40,7,20,False
smith-smith.net,15,False,1,0,30681,25,2,16,False
miles.net,9,True,0,0,437277,16,14,7,True
blair.com,9,False,0,0,295377,11,10,4,False
montoya.info,12,False,0,0,306367,62,3,8,True
rios.biz,8,False,0,0,21373,49,14,7,True
howe.com,8,True,0,0,391540,48,6,11,False
brooks-hill.biz,15,True,1,0,224814,35,8,17,True
figueroa.com,12,True,0,0,292991,10,7,12,False
cruz.com,8,True,0,0,298519,21,5,17,False
richard.com,11,True,0,0,323434,63,8,15,True
mclaughlin.biz,14,False,0,0,57614,60,10,20,False
herrera.biz,11,True,0,0,495722,22,4,5,True
martin.biz,10,True,0,0,222282,19,12,5,False
aguilar.com,11,False,0,0,213733,18,12,6,True
elliott-davis.com,17,True,1,0,10574,22,14,20,False
ellis-morrison.com,18,False,1,0,439850,57,7,18,True
jackson-irwin.net,17,False,1,0,339020,41,3,2,False
martinez.info,13,True,0,0,93145,50,2,1,False
hardy-martin.com,16,False,1,0,149649,28,0,1,False
rhodes-jackson.info,19,False,1,0,455425,33,7,5,True
ward.com,8,True,0,0,276340,40,14,7,True
clark.com,9,False,0,0,269954,29,15,5,False
jimenez.biz,11,True,0,0,125547,50,8,9,True
marsh.com,9,False,0,0,158940,65,2,5,False
parsons-ellis.com,17,True,1,0,211479,61,10,18,True
andrade.com,11,True,0,0,249630,56,7,4,True
garcia.com,10,True,0,0,302480,26,7,6,True
blevins.com,11,True,0,0,22520,34,2,4,False
walker.com,10,False,0,0,430524,37,7,17,False
berger.com,10,True,0,0,349773,42,9,6,False
smith.org,9,False,0,0,452796,38,9,8,True
jenkins.com,11,True,0,0,143149,46,9,20,False
booker.info,11,True,0,0,179548,53,15,5,False
blanchard.biz,13,False,0,0,155634,40,5,1,False
harris.biz,10,True,0,0,66070,16,14,18,False
anderson.com,12,False,0,0,61927,65,10,3,True
owens.com,9,False,0,0,354531,67,4,4,True
anderson.com,12,False,0,0,422561,66,2,8,True
ryan.com,8,True,0,0,7236,27,6,9,True
simon.com,9,True,0,0,159737,21,0,3,False
stark-banks.com,15,False,1,0,191392,49,15,9,True
castro.com,10,True,0,0,199400,12,6,8,False
turner.info,11,False,0,0,134267,31,1,8,True
turner.net,10,True,0,0,234554,29,12,13,False
reyes.org,9,True,0,0,463570,62,5,14,False
charles.info,12,True,0,0,124761,59,4,3,True
lawrence.biz,12,False,0,0,139447,51,15,12,False
humphrey.net,12,True,0,0,84128,21,4,11,False
burns-parrish.net,17,False,1,0,251893,63,15,15,True
reed-arnold.com,15,False,1,0,127136,45,8,13,True
schneider-rodriguez.com,23,True,1,0,70680,21,7,19,True
payne.com,9,False,0,0,356711,61,4,19,False
lane.com,8,False,0,0,217786,54,2,20,True
adkins.com,10,False,0,0,341127,38,10,15,True
tucker-martinez.com,19,True,1,0,177598,47,15,20,False
powell-johns.com,16,False,1,0,149600,50,0,20,False
gibson-howard.biz,17,True,1,0,96184,70,2,16,True
anderson.info,13,False,0,0,127861,63,6,4,False
bradshaw.com,12,False,0,0,228491,28,12,10,True
kim.com,7,True,0,0,388846,35,3,14,True
williams.com,12,False,0,0,323266,28,10,4,True
holmes-dunn.biz,15,False,1,0,471484,62,11,1,False
johnson-parker.com,18,False,1,0,294745,34,11,15,True
martin-bennett.com,18,True,1,0,253235,42,2,18,False
smith.org,9,False,0,0,389626,20,2,14,False
marks.com,9,True,0,0,27291,41,15,14,False
herrera.info,12,True,0,0,266605,59,14,1,False
walker.com,10,True,0,0,207480,15,1,10,False
le-davis.net,12,True,1,0,35697,27,3,19,False
williamson.com,14,False,0,0,154540,48,10,9,False
rodriguez.com,13,False,0,0,106732,14,2,1,False
morales.com,11,False,0,0,268417,39,1,12,False
alvarado.com,12,False,0,0,159933,14,0,4,True
ramos.org,9,True,0,0,105696,52,15,15,False
ortega-johnson.com,18,False,1,0,164637,31,8,2,False
dixon.com,9,False,0,0,165229,27,7,1,False
lopez.biz,9,False,0,0,188044,19,7,6,True
harrison.net,12,False,0,0,115188,38,7,11,False
lane-nelson.com,15,False,1,0,62620,17,5,11,True
simon-guerra.com,16,True,1,0,385373,26,12,16,False
williamson-robles.com,21,True,1,0,191564,28,8,1,False
burns.com,9,True,0,0,263263,15,12,19,False
jimenez.net,11,False,0,0,253749,18,4,3,True
lopez-gates.org,15,True,1,0,247672,28,13,5,True
baker-woods.net,15,True,1,0,835,22,5,17,False
sanchez.biz,11,True,0,0,396263,52,2,18,True
shaw.org,8,False,0,0,167586,26,8,15,True
maldonado-russell.info,22,True,1,0,460692,54,0,1,False
morris.com,10,False,0,0,103366,30,3,15,True
potts.info,10,True,0,0,31998,36,11,2,False
stephenson-payne.info,21,False,1,0,240185,13,7,5,True
williams.com,12,False,0,0,138099,27,1,14,False
chapman-wilson.info,19,False,1,0,53509,22,1,13,False
hernandez.com,13,True,0,0,20309,44,3,5,True
lee-moore.com,13,False,1,0,163458,67,5,6,True
leach.com,9,False,0,0,347682,51,12,6,False
harris.biz,10,False,0,0,372806,17,5,3,True
ford-morgan.net,15,True,1,0,313247,11,11,4,True
king.com,8,False,0,0,211427,12,2,20,True
brown.com,9,True,0,0,482812,54,11,9,False
perez.com,9,False,0,0,384657,63,8,8,False
suarez.com,10,False,0,0,130210,69,1,3,True
banks-durham.com,16,True,1,0,39067,21,4,20,True
park.com,8,True,0,0,243387,56,13,3,True
mays.net,8,False,0,0,430650,28,13,3,True
sanders-smith.com,17,True,1,0,208851,10,14,6,False
jefferson.com,13,True,0,0,360597,70,11,6,True
smith-cantrell.net,18,False,1,0,378048,54,5,6,False
buchanan-hill.com,17,True,1,0,482439,35,14,4,False
campbell.biz,12,True,0,0,94624,64,11,11,True
ramirez.org,11,True,0,0,59911,64,10,1,False
levy.org,8,True,0,0,108543,32,13,12,False
singleton-roth.info,19,True,1,0,247006,19,15,4,True
watson.com,10,True,0,0,67998,36,8,9,True
snyder.com,10,True,0,0,134869,49,6,16,True
bullock.org,11,True,0,0,124473,70,10,1,False
smith-casey.org,15,False,1,0,45346,26,12,5,True
howard.com,10,False,0,0,362884,54,5,10,True
stewart.com,11,False,0,0,371800,47,2,9,False
reyes-beasley.com,17,False,1,0,316416,52,12,10,True
williams.com,12,True,0,0,263270,29,0,10,True
pratt.com,9,False,0,0,139549,23,10,2,True
bradley.org,11,False,0,0,104557,26,7,9,True
bennett.com,11,True,0,0,87059,30,15,19,False
keller-allen.com,16,True,1,0,225302,67,6,13,False
patton-lewis.net,16,False,1,0,167332,20,5,10,False
velasquez-foster.com,20,False,1,0,392181,28,8,7,False
adams.info,10,True,0,0,92103,23,11,5,False
ward.com,8,True,0,0,30995,68,15,2,False
lee.com,7,False,0,0,353736,29,3,7,False
cox.org,7,False,0,0,396160,36,8,6,True
pierce.com,10,False,0,0,5906,38,13,3,True
perez.info,10,False,0,0,277021,65,12,8,True
burke-henry.net,15,True,1,0,202246,63,15,6,False
rocha.com,9,True,0,0,46498,42,13,18,True
cunningham-roberts.com,22,False,1,0,52515,31,5,14,True
singleton-levy.info,19,False,1,0,217157,64,14,7,True
wade-bishop.net,15,True,1,0,250097,51,2,1,True
johnson.info,12,True,0,0,112149,13,5,20,True
hernandez-peck.biz,18,True,1,0,212987,27,13,1,False
fletcher-williams.com,21,False,1,0,229256,64,2,1,False
johnson.com,11,False,0,0,307722,52,6,15,False
johnson-davidson.biz,20,False,1,0,187540,15,8,19,True
williams-cox.com,16,True,1,0,155950,23,12,7,False
hill.com,8,True,0,0,335889,70,11,6,False
burgess.com,11,True,0,0,103959,17,1,9,True
galloway.com,12,True,0,0,182548,20,8,20,False
todd.com,8,False,0,0,389944,44,2,20,True
perez.biz,9,False,0,0,25465,64,12,10,False
adkins.biz,10,False,0,0,300641,12,3,2,True
harmon.com,10,True,0,0,341163,28,10,20,False
juarez.com,10,True,0,0,124142,28,12,18,True
joseph-green.com,16,True,1,0,417629,62,12,18,True
carlson.com,11,True,0,0,246852,52,10,7,False
richards.info,13,True,0,0,347593,32,5,6,True
evans.org,9,False,0,0,20588,51,8,20,True
watson.com,10,False,0,0,77882,67,11,18,True
cook.com,8,True,0,0,271511,49,10,13,False
hanson.net,10,True,0,0,374757,26,14,17,False
bishop.info,11,False,0,0,95775,25,4,18,True
gray.biz,8,True,0,0,285141,43,5,10,True
wood-hill.biz,13,True,1,0,119010,65,1,17,True
gonzalez.com,12,False,0,0,496731,27,10,4,False
frazier.com,11,True,0,0,52230,57,4,17,True
owens-mason.com,15,False,1,0,384319,52,10,17,True
schmidt.info,12,False,0,0,177257,50,3,9,True
rojas.com,9,True,0,0,349535,48,4,1,False
miller.info,11,False,0,0,288056,62,5,15,False
kelley-wilson.org,17,False,1,0,82697,24,13,2,False
murphy.com,10,False,0,0,144460,11,8,18,True
hernandez.com,13,False,0,0,184185,44,9,3,False
morris.com,10,False,0,0,427217,16,15,8,False
gordon.com,10,False,0,0,468589,20,11,3,False
robinson-frank.org,18,True,1,0,173228,67,4,4,False
clements.info,13,False,0,0,49846,50,14,1,True
khan-lowe.com,13,True,1,0,345456,66,14,12,True
gross-cooper.net,16,True,1,0,150612,54,15,8,False
gomez.info,10,False,0,0,18995,51,7,5,True
matthews.biz,12,True,0,0,476645,48,10,13,True
maxwell-galloway.net,20,True,1,0,226893,68,0,15,False
strickland.net,14,True,0,0,234389,31,13,8,True
brooks-hogan.biz,16,True,1,0,462317,30,1,12,False
morris-kelly.net,16,False,1,0,231230,52,10,4,False
brown.com,9,True,0,0,356590,62,6,1,True
wheeler-collins.net,19,True,1,0,228935,36,1,11,False
robinson-miller.com,19,False,1,0,374317,14,0,15,False
jackson.com,11,False,0,0,306026,49,10,11,True
anderson.org,12,True,0,0,236621,12,15,12,True
hill.com,8,True,0,0,401914,48,1,3,True
carpenter.com,13,False,0,0,131802,43,6,2,False
reilly.com,10,False,0,0,455406,53,13,1,True
barajas.com,11,True,0,0,24293,38,14,15,False
medina-castillo.com,19,True,1,0,30376,39,1,3,True
james-johnson.net,17,False,1,0,242096,55,6,16,False
burgess.net,11,False,0,0,439090,40,5,19,True
crawford.biz,12,False,0,0,410500,41,15,15,True
johnson.org,11,False,0,0,121839,30,6,20,True
mathews-long.info,17,False,1,0,458170,14,6,7,True
flores-byrd.biz,15,False,1,0,40125,58,14,2,True
dixon.org,9,False,0,0,40474,20,9,7,False
davidson.com,12,True,0,0,414101,49,14,12,False
sanchez-buckley.info,20,True,1,0,293963,26,10,14,True
welch.com,9,False,0,0,34596,46,2,12,False
washington.com,14,False,0,0,364560,29,3,5,False
rodriguez.com,13,True,0,0,46886,42,2,9,True
williams.com,12,True,0,0,437499,20,10,11,False
henderson.com,13,True,0,0,368975,61,10,2,False
griffith.net,12,True,0,0,8837,70,12,11,True
sharp.net,9,False,0,0,252662,12,9,2,False
anderson.com,12,True,0,0,307912,54,5,17,True
fitzpatrick.com,15,False,0,0,253426,11,6,11,True
contreras.com,13,True,0,0,253628,49,15,3,False
moore.com,9,False,0,0,393167,66,11,2,False
lopez.info,10,False,0,0,208969,10,0,19,True
cummings.info,13,True,0,0,249174,56,8,8,True
parker-taylor.net,17,False,1,0,445276,12,10,15,True
taylor-moore.com,16,False,1,0,244778,64,2,10,True
holmes-wolfe.com,16,True,1,0,134420,41,5,9,True
clark.net,9,False,0,0,19570,14,0,11,True
arnold.com,10,True,0,0,254976,70,1,14,False
glenn.info,10,False,0,0,108604,45,4,20,False
saunders.info,13,False,0,0,461116,31,2,19,False
mullins-montoya.com,19,False,1,0,375240,27,8,17,False
smith.biz,9,False,0,0,117261,50,11,6,True
hays-price.com,14,True,1,0,433915,67,14,11,False
mora.com,8,False,0,0,290555,43,5,19,True
morse.com,9,False,0,0,261658,56,0,6,True
martin.com,10,False,0,0,111485,29,1,1,False
lamb.com,8,False,0,0,208727,14,12,5,False
wagner.biz,10,True,0,0,70018,56,11,9,True
thompson.com,12,False,0,0,313615,57,3,13,True
